candidate_rank,pair_id,observation_dimension,coupling,schedule_amplitude,t,bank_count,bank_seed,target_hull_feasible,target_hull_lp_residual,calibration_converged,maximum_standardized_residual,ess_fraction,projection_kl_distortion,lambda_norm,maximum_weight,covariance_rank,covariance_condition,hidden_shift_standardized_rms,hidden_shift_nontrivial,field_minimum,field_maximum,hard_range_violation_fraction,physical_range_gate_pass
3,v6_F0300_k06075__v6_F0280_k05800,2,geometric_l2_ot,0.0,0.1,4096,36210,False,,False,,,,,,,,,False,0.0010464477818459272,0.37751275300979614,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,geometric_l2_ot,0.0,0.2,4096,36210,False,,False,,,,,,,,,False,0.0009532405529171228,0.38756415247917175,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,geometric_l2_ot,0.0,0.3,4096,36210,False,,False,,,,,,,,,False,0.0008408889989368618,0.3976154923439026,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,geometric_l2_ot,0.0,0.4,4096,36210,False,,False,,,,,,,,,False,0.0007215964142233133,0.4076668918132782,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,geometric_l2_ot,0.0,0.5,4096,36210,False,,False,,,,,,,,,False,0.0006023036548867822,0.4177182614803314,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,geometric_l2_ot,0.0,0.6,4096,36210,True,1.1102230246251565e-16,True,4.773959005888173e-15,0.029937756787465845,2.8244808352826576,9.923577435877265,0.015413320648868228,2,324.23363303429585,0.9092978423304722,True,0.0004830109828617424,0.42776963114738464,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,geometric_l2_ot,0.0,0.7,4096,36210,True,1.1102230246251565e-16,True,3.3306690738754696e-16,0.11119437441379508,1.3909911364783731,4.295014491071066,0.0056278473884999085,2,82.2335728362388,0.782121409287614,True,0.00036371833994053304,0.43782103061676025,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,geometric_l2_ot,0.0,0.8,4096,36210,True,0.0,True,2.6563196087181495e-12,0.302772692640239,0.5826509870555615,2.181142544900664,0.0023016817119433665,2,52.307870861280264,0.5717875598578293,True,0.00024442560970783234,0.4478724002838135,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,geometric_l2_ot,0.0,0.9,4096,36210,True,1.1102230246251565e-16,True,9.103828801926284e-15,0.6976770802351667,0.14772971769084853,0.9777960062125953,0.0009189345007286599,2,50.940044768580535,0.3073476098005742,True,0.000125132966786623,0.4579237699508667,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,independent,0.0,0.1,4096,36220,False,,False,,,,,,,,,False,0.0007596508949063718,0.37751275300979614,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,independent,0.0,0.2,4096,36220,False,,False,,,,,,,,,False,0.0006752452463842928,0.38756415247917175,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,independent,0.0,0.3,4096,36220,False,,False,,,,,,,,,False,0.0005908395978622139,0.3976154923439026,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,independent,0.0,0.4,4096,36220,False,,False,,,,,,,,,False,0.0005064339493401349,0.4076668918132782,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,independent,0.0,0.5,4096,36220,False,,False,,,,,,,,,False,0.0004220282717142254,0.4177182614803314,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,independent,0.0,0.6,4096,36220,True,2.220446049250313e-16,True,1.4215295607300504e-12,0.0018168298525513312,5.344741406868731,11.180459286034537,0.2602013704845007,2,334.2854653821977,1.7264584648048424,True,0.00033762259408831596,0.42776963114738464,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,independent,0.0,0.7,4096,36220,True,0.0,True,3.1086244689504383e-15,0.011281252149601942,3.2452626152026065,5.774657009216806,0.07571798295051427,2,81.94264051710361,1.408562802586028,True,0.00025321697467006743,0.43782103061676025,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,independent,0.0,0.8,4096,36220,True,1.1102230246251565e-16,False,5.237609235209106e-10,0.08192633674404601,1.5462611713753334,3.123248052807008,0.01385286265765679,2,41.02177064378975,1.0276437592145196,True,0.00016881129704415798,0.4478724002838135,0.0,True
3,v6_F0300_k06075__v6_F0280_k05800,2,independent,0.0,0.9,4096,36220,True,0.0,True,1.2048140263232199e-12,0.38288021506524167,0.42969721420247,1.463870939022732,0.002295295731490815,2,35.20960085767072,0.5687762587803206,True,8.440567762590945e-05,0.4579237699508667,0.0,True
